pH,EC,TDS,Temperature,DissolvedOxygen,Moisture,Label
7.38,119.0,70.5,20.8,8.91,26.7,1
7.06,322.2,110.8,21.0,7.64,37.1,1
5.97,354.3,205.9,26.8,6.23,32.2,0
7.8,504.9,147.6,25.4,7.9,51.4,1
6.6,207.5,215.6,27.3,7.45,21.9,1
5.75,146.6,155.8,27.0,6.1,16.1,0
6.66,192.5,115.3,23.7,6.39,47.9,1
8.2,139.6,105.8,24.8,7.81,15.7,1
7.68,460.4,325.0,23.5,4.86,36.8,0
6.72,485.8,271.1,24.4,8.01,20.2,1
6.72,338.4,338.4,22.1,5.73,9.3,1
6.74,446.6,243.2,26.2,7.83,26.3,1
8.66,316.1,165.6,28.2,5.99,39.0,0
7.31,288.6,305.9,22.6,6.41,17.8,1
7.34,260.0,197.4,28.8,5.96,35.8,1
7.82,262.8,217.7,25.3,5.36,37.6,1
7.19,114.3,196.6,25.7,5.68,17.3,1
6.79,331.7,-35.8,19.9,7.65,27.7,1
6.84,295.2,328.4,19.6,3.22,45.8,0
6.94,389.4,239.3,25.4,4.51,36.5,0
6.97,311.2,226.4,27.4,5.13,27.4,1
7.58,280.5,195.1,23.0,4.71,34.2,0
7.04,195.5,213.1,30.0,7.81,23.1,1
7.59,308.7,152.2,27.2,7.51,41.1,1
6.94,388.6,249.3,22.3,6.71,41.1,1
7.06,162.8,95.4,25.1,5.23,31.2,1
5.4,310.5,214.9,32.4,7.6,32.3,0
7.73,328.0,244.9,21.3,4.09,20.0,0
7.28,213.8,184.1,26.6,8.57,16.5,1
7.8,229.5,229.7,24.0,5.18,26.2,1
4.68,327.7,120.7,27.1,5.69,29.1,0
8.67,164.0,122.7,28.8,5.48,40.6,0
6.89,342.0,218.9,23.8,4.71,39.2,0
7.89,192.6,254.3,28.4,8.31,31.8,1
6.17,427.5,50.0,31.7,6.95,41.9,0
7.49,580.5,241.8,25.2,7.46,20.6,1
6.16,196.7,156.5,27.4,4.53,40.8,0
6.5,364.1,184.6,23.2,6.22,22.1,1
8.53,212.8,92.8,25.1,6.63,42.4,0
6.85,424.9,131.9,24.5,6.32,29.9,1
7.17,148.2,277.3,27.4,4.61,10.0,0
7.7,357.7,202.6,28.6,7.29,37.3,1
7.4,195.2,169.4,24.7,6.15,38.1,1
7.12,275.2,190.7,29.6,4.85,25.4,0
7.29,176.3,239.1,29.6,3.77,26.3,0
8.92,398.7,235.2,27.5,6.73,28.4,0
6.95,199.6,194.0,23.5,8.94,10.7,1
7.16,366.2,287.4,23.2,4.78,6.4,0
7.84,258.7,277.6,22.6,6.2,43.0,1
7.88,286.3,233.1,27.8,7.33,21.8,1
7.95,317.7,204.4,21.4,4.48,48.6,0
7.51,208.6,252.6,27.0,5.42,43.7,1
6.09,325.2,225.1,21.8,4.97,45.7,0
8.31,483.6,284.9,27.5,7.18,23.5,1
6.08,206.6,272.0,25.1,7.59,13.9,0
7.24,440.6,118.5,29.0,6.19,19.1,1
6.4,479.8,113.1,28.4,4.99,25.5,0
6.95,202.1,143.9,29.3,5.47,6.3,1
7.26,125.4,278.1,29.4,5.24,25.2,1
7.26,336.2,73.9,25.4,4.83,28.0,0
7.34,234.3,231.6,21.5,5.88,17.1,1
8.29,524.2,229.0,21.8,6.69,19.6,1
7.36,304.2,293.0,18.7,6.59,27.8,1
6.8,203.7,214.4,21.7,5.99,33.6,1
7.77,162.3,92.5,25.2,6.07,21.1,1
7.95,430.8,123.3,23.3,5.9,32.9,1
6.02,231.5,105.4,24.5,4.44,31.4,0
7.48,305.3,157.0,26.5,6.19,30.5,1
7.56,414.7,185.4,24.1,5.3,23.5,1
6.76,241.9,106.8,21.6,4.38,16.7,0
8.1,294.5,317.7,24.8,6.44,47.0,1
6.88,298.0,94.0,22.3,5.27,36.3,1
7.1,382.0,307.7,24.2,6.27,40.1,1
6.86,370.9,294.8,29.0,7.02,29.2,1
7.01,273.6,271.9,24.2,4.86,28.4,0
6.12,307.6,144.5,30.3,6.11,34.9,0
5.85,255.4,227.4,29.3,3.83,11.7,0
8.28,122.7,97.8,23.3,7.84,18.9,1
6.32,330.9,272.9,21.7,4.37,22.0,0
6.21,527.1,194.1,24.8,5.38,25.5,0
5.28,194.0,167.3,28.5,7.61,21.2,0
6.49,207.2,102.1,23.5,5.72,33.3,0
5.94,195.5,1.8,27.7,4.56,30.8,0
8.31,387.0,116.9,28.6,6.86,43.9,1
7.81,353.8,289.0,22.7,6.83,54.7,1
6.45,281.0,167.8,23.0,5.24,17.4,0
8.8,189.8,186.5,27.1,5.37,31.5,0
7.79,311.1,252.4,25.5,5.48,31.5,1
6.74,112.2,344.5,22.9,5.75,29.9,1
5.0,317.2,306.0,23.9,3.73,19.2,0
8.83,404.6,122.2,24.8,5.78,20.8,0
5.89,149.9,44.6,20.3,8.14,32.4,0
5.68,116.1,388.8,27.3,4.92,20.5,0
7.82,489.5,381.5,23.6,5.3,31.6,1
8.95,226.6,215.1,16.6,4.58,27.5,0
8.11,436.3,98.4,24.9,6.73,31.4,1
7.45,281.5,277.1,22.8,7.44,20.5,1
7.48,280.6,191.4,30.1,7.42,31.6,1
7.68,352.6,191.0,23.2,4.5,21.2,0
7.61,193.9,271.6,21.7,6.6,31.6,1
7.22,315.9,226.7,26.5,7.72,43.4,1
7.08,254.2,105.1,23.0,6.61,32.6,1
6.95,141.5,174.0,22.7,6.57,33.2,1
6.4,340.5,252.9,26.5,5.43,38.2,0
6.78,268.4,240.8,21.9,6.26,16.0,1
5.65,281.2,221.0,20.6,7.48,47.2,0
6.92,154.8,274.7,30.2,6.39,19.4,1
6.21,491.0,171.1,26.7,4.5,38.8,0
6.12,405.2,214.3,24.2,5.45,37.5,0
7.14,415.7,-70.0,25.0,7.45,21.0,1
8.11,263.3,164.0,26.5,6.39,40.1,1
7.73,92.5,261.1,27.9,6.14,35.0,1
5.74,534.4,168.8,22.7,5.34,48.9,0
6.21,292.7,162.7,26.1,7.43,31.9,0
7.75,210.1,116.7,23.5,7.99,28.9,1
6.21,350.0,280.3,24.4,7.52,24.9,0
6.82,440.1,243.9,25.5,7.73,12.6,1
7.44,297.2,266.0,25.0,5.57,26.8,1
6.23,453.4,61.9,27.2,5.4,27.2,0
7.08,430.0,187.2,26.5,5.81,32.6,1
5.93,170.8,177.6,20.5,6.05,15.8,0
6.52,219.1,177.6,20.9,7.72,27.6,1
7.26,414.9,150.7,23.9,7.4,35.8,1
5.73,-25.5,172.3,30.5,6.65,36.8,0
7.35,282.1,268.0,22.4,4.28,11.4,0
6.98,128.3,47.0,24.4,3.97,37.1,0
7.44,242.8,342.2,23.4,6.29,27.5,1
7.18,264.1,238.7,23.3,7.06,28.1,1
8.09,257.0,196.6,25.5,5.9,6.4,1
7.1,233.7,272.5,29.2,8.3,44.9,1
6.66,168.3,83.9,26.4,4.7,31.8,0
7.1,575.0,146.8,22.6,4.55,14.7,0
7.43,524.1,190.3,33.3,5.2,33.8,1
7.04,160.6,309.2,25.2,5.16,33.4,1
7.03,489.9,196.3,23.3,6.63,42.2,1
6.44,252.1,236.0,29.2,5.49,26.9,0
6.47,315.5,152.8,23.6,4.14,30.1,0
5.88,292.4,238.9,30.0,7.07,23.6,0
8.4,220.8,334.2,22.4,3.89,36.0,0
6.0,418.1,279.6,29.3,4.71,22.2,0
6.45,315.1,193.5,25.6,4.05,21.1,0
6.43,242.8,254.0,28.9,6.25,29.3,0
7.72,143.4,246.2,30.7,6.22,17.7,1
6.76,192.8,240.5,21.6,8.3,46.0,1
8.0,103.0,289.0,28.8,7.1,49.3,1
6.46,301.5,288.4,20.8,7.73,25.5,0
7.22,156.4,189.8,21.9,6.35,16.1,1
6.33,268.1,251.4,22.6,4.83,33.4,0
8.72,464.4,169.4,26.5,6.15,25.2,0
6.05,443.9,126.2,25.1,6.71,41.7,0
7.25,296.1,178.4,24.5,6.84,22.1,1
7.51,289.5,193.9,25.4,5.43,35.4,1
7.33,525.6,67.1,26.8,6.59,31.1,1
6.85,362.5,268.8,27.0,4.88,23.2,0
6.9,260.7,-21.4,28.3,4.75,32.4,0
7.04,128.9,417.2,30.5,4.66,38.8,0
6.88,347.3,320.2,24.9,6.03,30.9,1
7.77,399.5,179.1,23.4,4.59,31.0,0
8.77,224.2,200.8,26.8,5.49,21.3,0
6.55,334.9,224.2,21.6,7.08,41.4,1
5.9,256.4,152.9,23.0,4.77,40.4,0
6.93,277.9,215.4,28.0,5.39,25.9,1
9.06,1.5,188.5,24.6,6.09,28.8,0
6.36,273.4,192.5,21.4,6.3,44.1,0
8.31,416.3,214.5,20.5,5.4,18.7,1
8.34,224.2,94.9,25.1,6.94,36.0,1
6.56,306.3,203.2,28.4,6.71,24.4,1
7.46,209.3,213.1,28.4,7.37,47.8,1
8.3,343.3,210.3,25.3,5.9,30.6,1
6.7,274.0,182.7,31.0,5.38,42.6,1
6.84,187.3,291.0,24.7,5.18,22.4,1
6.53,459.9,171.7,24.6,6.37,17.5,1
6.19,411.5,218.2,17.3,5.55,27.7,0
6.48,227.4,303.8,23.7,5.32,32.6,0
6.02,359.7,193.6,27.6,5.46,24.9,0
7.03,364.5,217.2,29.7,5.18,37.6,1
6.38,377.1,192.3,22.5,6.24,27.9,0
7.19,96.7,299.0,26.4,4.3,9.2,0
5.76,420.8,179.4,28.1,6.36,35.5,0
7.26,231.6,302.7,25.0,6.81,21.2,1
7.67,257.1,191.7,18.2,5.3,26.4,1
5.41,616.5,131.2,25.7,8.31,45.5,0
7.3,336.2,254.3,27.3,6.02,47.7,1
7.98,253.6,175.6,22.2,4.13,24.2,0
6.03,35.4,249.6,24.2,5.66,35.8,0
8.34,466.8,-18.4,21.5,6.08,24.5,1
7.34,138.6,200.4,17.3,6.54,27.1,1
6.44,179.6,163.2,28.1,5.69,23.9,0
6.96,260.2,114.9,25.0,4.79,12.8,0
7.45,470.0,155.7,29.8,4.69,31.0,0
7.06,392.8,154.1,27.6,5.22,32.9,1
7.43,281.1,196.2,23.9,5.33,23.3,1
6.26,337.0,90.6,24.8,4.64,40.9,0
7.14,228.0,225.3,26.7,5.12,25.6,1
5.87,316.8,309.3,27.9,6.79,23.6,0
6.91,308.8,222.5,26.0,7.98,35.3,1
6.28,416.3,264.7,28.3,6.91,14.6,0
6.41,416.1,287.6,24.1,7.57,39.1,0
7.99,359.3,298.9,22.0,7.17,26.0,1
7.87,256.5,349.6,24.8,7.0,39.9,1
7.49,389.0,160.1,25.6,5.59,42.9,1
6.13,289.0,142.5,21.4,6.17,36.4,0
6.75,170.2,262.7,21.0,5.5,21.9,1
7.97,251.6,256.7,26.3,5.74,17.5,1
7.11,310.1,262.1,23.8,6.08,15.7,1
8.86,409.2,351.1,24.5,6.86,41.0,0
7.31,278.0,200.9,23.9,6.51,28.7,1
7.15,154.9,234.1,29.6,5.81,24.0,1
6.75,306.8,121.6,28.8,6.07,28.7,1
7.11,313.6,370.8,21.3,6.52,40.8,1
6.88,322.3,173.1,23.4,6.8,37.8,1
7.57,410.4,175.3,27.6,4.18,34.4,0
7.77,422.3,172.3,26.8,4.71,36.4,0
6.37,228.7,148.4,24.9,7.33,31.8,0
5.94,226.1,141.6,21.6,5.93,33.0,0
5.53,175.2,158.1,23.0,5.49,32.2,0
7.41,383.9,90.7,23.4,5.68,30.0,1
6.12,473.9,137.2,25.8,5.68,37.5,0
5.28,262.2,355.9,30.1,6.67,33.6,0
7.31,271.0,258.9,22.9,4.67,21.2,0
8.99,476.0,274.1,21.9,6.03,35.3,0
7.0,360.7,294.2,24.7,6.3,32.5,1
7.67,352.3,346.7,28.1,6.48,36.1,1
7.07,157.1,58.3,20.7,6.27,29.0,1
6.92,381.4,101.6,29.4,6.62,38.1,1
7.74,188.5,135.7,24.5,5.31,29.4,1
6.77,163.9,162.4,22.8,4.87,37.2,0
7.21,258.4,176.0,20.2,8.95,25.4,1
7.26,229.7,164.2,27.1,5.64,26.1,1
6.47,273.4,217.5,24.5,5.78,36.0,0
7.79,127.1,202.8,25.5,6.81,26.7,1
6.86,415.1,142.2,22.3,7.92,52.1,1
6.4,435.3,26.0,24.0,5.35,35.7,0
7.43,66.3,120.6,23.5,4.8,30.2,0
6.28,417.4,156.1,24.7,4.51,38.2,0
7.02,202.7,180.2,23.0,7.91,25.2,1
6.99,402.8,109.6,20.4,4.75,39.2,0
7.87,291.8,160.7,33.2,5.97,39.0,1
7.38,303.5,109.5,20.9,4.83,42.5,0
6.98,277.8,189.9,25.5,4.26,25.6,0
7.65,445.5,114.2,19.7,5.65,17.8,1
8.11,151.2,132.1,19.0,4.87,23.9,0
7.45,372.9,95.3,25.3,5.17,27.2,1
7.01,432.2,187.7,25.5,8.41,46.7,1
5.95,386.0,130.7,28.8,6.51,52.0,0
6.15,579.0,272.5,26.2,7.12,33.4,0
6.76,236.5,232.5,24.6,6.99,30.1,1
6.51,414.9,194.4,22.2,5.88,26.5,1
6.85,287.3,136.2,29.5,5.47,38.2,1
7.05,448.0,230.4,27.8,6.3,51.9,1
7.42,299.1,255.3,21.3,6.2,47.9,1
6.94,253.5,211.4,25.1,5.32,41.4,1
7.39,456.7,328.3,25.4,6.16,41.2,1
7.05,241.0,236.8,24.0,5.15,38.3,1
5.42,130.5,273.1,27.3,5.79,29.5,0
6.25,238.0,210.7,27.5,5.6,22.6,0
6.88,374.3,254.1,24.4,4.48,29.8,0
6.03,467.0,136.3,24.2,3.18,34.2,0
7.48,313.3,163.3,29.5,4.87,15.5,0
8.22,458.2,227.9,27.8,8.16,28.5,1
7.98,137.0,227.4,25.2,5.63,21.7,1
6.83,246.8,240.6,20.1,6.93,40.1,1
8.19,265.4,288.0,26.0,3.45,24.5,0
7.12,286.3,86.0,27.1,4.79,33.3,0
6.73,310.1,122.0,16.7,4.37,23.0,0
6.51,382.9,218.4,25.8,5.76,46.0,1
6.76,246.6,142.1,23.7,8.91,13.0,1
6.69,316.7,470.2,24.3,6.55,34.8,1
7.14,294.6,241.3,22.3,8.03,17.2,1
7.13,188.9,193.7,24.6,5.69,24.9,1
7.0,286.4,158.8,29.2,7.64,32.1,1
7.35,282.8,161.6,23.7,8.49,32.6,1
7.95,280.2,202.4,27.9,5.87,32.3,1
7.76,303.8,209.0,22.6,5.35,31.5,1
5.81,309.1,163.5,27.3,4.42,23.6,0
4.96,248.1,178.1,25.0,5.63,28.4,0
7.75,452.7,307.5,26.1,6.1,30.3,1
5.91,159.7,310.8,25.0,8.44,32.0,0
6.82,213.5,220.2,26.9,4.45,29.3,0
6.06,633.6,92.7,17.3,6.07,37.3,0
5.56,175.4,243.1,20.7,3.82,30.9,0
7.43,137.5,324.3,26.3,5.49,32.0,1
7.61,388.1,309.6,18.9,6.37,26.2,1
6.54,50.7,258.8,23.4,6.62,19.5,1
4.93,271.8,313.8,24.8,6.71,31.5,0
6.56,557.5,204.3,22.5,6.48,42.1,1
7.31,114.6,250.2,22.9,6.7,34.4,1
5.82,62.2,145.5,25.8,6.05,21.8,0
7.15,120.1,223.4,28.0,4.74,38.1,0
6.99,407.8,306.4,22.1,3.78,26.6,0
7.46,435.0,152.8,23.3,5.34,37.1,1
7.1,238.5,131.1,22.8,5.84,26.3,1
6.22,382.0,207.8,17.7,7.5,33.5,0
7.96,466.8,181.9,25.4,5.88,24.8,1
6.87,514.5,251.9,27.8,5.76,25.1,1
6.98,270.4,163.7,28.0,6.46,14.3,1
6.25,23.8,337.5,22.4,5.68,35.1,0
6.65,201.5,96.8,21.2,6.97,33.7,1
6.29,248.8,300.3,25.1,8.38,34.3,0
6.86,268.9,138.8,27.5,8.63,32.8,1
8.37,277.5,56.3,25.5,6.12,22.4,1
5.9,434.3,219.0,25.9,6.4,39.7,0
5.71,452.9,179.6,28.4,7.89,39.9,0
8.18,279.4,111.2,22.8,5.82,22.1,1
6.83,431.8,65.5,24.3,6.82,35.3,1
6.46,342.9,199.3,29.9,4.64,38.7,0
7.83,307.7,278.1,24.4,5.63,25.3,1
6.52,408.8,246.8,21.2,7.39,27.0,1
8.46,308.7,204.5,23.0,5.14,35.3,1
7.54,546.9,238.3,22.2,5.85,14.9,1
6.61,127.4,197.8,26.1,4.11,19.1,0
8.73,238.2,85.6,22.3,8.41,20.1,0
6.52,284.8,86.3,25.8,7.52,12.0,1
7.59,352.7,183.7,22.8,6.23,40.8,1
7.24,452.2,187.1,18.6,6.61,10.1,1
8.04,297.1,268.1,25.9,6.48,33.4,1
8.25,129.3,260.6,25.4,7.66,38.1,1
7.03,401.1,248.4,26.6,5.38,27.1,1
6.4,390.6,177.6,23.0,6.88,23.3,0
7.37,67.0,89.5,22.7,7.29,32.3,1
6.46,299.5,233.0,26.2,7.46,30.0,0
8.61,109.2,242.0,29.6,3.29,40.0,0
7.11,220.2,8.9,25.0,5.28,3.7,1
6.71,191.7,133.3,26.3,4.78,20.8,0
7.15,397.1,144.7,24.0,6.18,35.6,1
5.92,314.0,209.5,20.4,3.58,30.5,0
6.22,145.7,135.7,27.9,3.55,37.5,0
7.96,405.6,196.9,27.7,8.6,32.6,1
6.47,127.9,183.2,27.1,6.74,28.7,0
6.16,339.6,187.3,24.5,6.15,27.0,0
7.43,202.3,142.7,26.8,6.44,53.3,1
7.95,256.1,148.9,27.7,6.18,45.3,1
7.58,360.5,113.6,29.9,7.2,35.0,1
7.8,362.6,230.4,28.0,5.24,30.8,1
6.39,460.4,245.7,25.2,6.22,35.4,0
5.86,290.1,138.4,21.1,6.27,38.3,0
8.2,336.8,321.7,25.5,4.74,34.2,0
6.74,247.5,174.8,25.8,7.53,22.5,1
6.8,321.8,322.4,27.1,5.47,47.8,1
8.06,352.7,148.6,29.1,7.22,32.5,1
7.44,288.2,37.9,24.7,6.14,50.1,1
7.36,83.5,232.2,31.3,7.96,31.9,1
8.73,339.8,219.9,19.7,4.75,27.5,0
6.49,343.7,202.8,26.3,4.7,43.8,0
7.74,218.4,148.6,22.6,4.91,33.0,0
7.05,145.9,197.2,19.3,6.16,31.3,1
7.21,477.1,159.1,24.4,7.85,18.0,1
8.22,359.0,175.8,20.6,7.91,36.6,1
7.41,272.5,267.3,24.5,3.23,25.1,0
7.43,163.6,214.7,25.1,6.3,25.5,1
7.86,201.4,248.8,28.4,2.14,25.1,0
6.71,456.3,181.5,20.5,6.95,34.4,1
6.33,316.5,172.6,27.7,7.34,14.6,0
6.16,233.9,107.7,25.3,5.95,27.9,0
5.43,361.2,170.4,28.1,6.1,39.8,0
8.64,202.3,-65.7,23.7,6.09,17.5,0
6.12,480.1,152.8,21.0,5.06,31.7,0
6.82,462.3,193.5,21.3,6.52,23.7,1
6.78,244.0,245.1,21.1,5.72,26.0,1
7.25,224.6,178.5,26.4,7.12,46.6,1
7.65,-14.2,227.8,29.4,5.86,13.5,1
7.69,122.2,25.6,23.3,4.97,37.7,0
6.53,139.3,195.5,26.9,4.16,25.2,0
6.87,316.2,65.6,20.4,3.76,24.7,0
7.23,260.9,103.3,25.5,7.58,18.9,1
6.8,138.6,185.0,27.0,5.45,37.5,1
8.29,266.3,302.1,20.7,6.41,28.1,1
7.39,360.6,229.7,24.4,8.14,26.8,1
7.59,363.3,201.5,27.1,5.32,31.1,1
7.53,72.0,198.4,16.2,5.25,28.3,1
7.94,284.6,142.9,29.0,5.84,10.0,1
7.14,134.0,156.5,26.1,6.04,25.1,1
5.96,408.2,234.2,27.2,8.27,39.0,0
7.32,394.1,89.2,23.8,7.88,14.9,1
6.48,192.2,247.4,19.8,6.75,19.1,0
6.58,208.1,168.9,26.6,7.74,25.7,1
7.47,244.6,266.0,24.8,5.79,22.7,1
7.99,29.7,276.9,25.1,6.36,29.7,1
7.02,340.3,66.2,28.3,5.64,19.1,1
7.25,267.3,153.5,27.3,4.45,26.1,0
8.36,416.4,131.6,30.8,7.44,29.5,1
7.19,168.2,55.0,25.5,6.64,36.5,1
9.08,225.7,117.4,22.9,6.02,42.4,0
7.45,119.2,395.3,24.4,6.0,27.4,1
5.59,179.5,248.8,26.2,4.19,48.9,0
7.6,158.2,353.4,28.0,4.83,28.2,0
7.3,419.5,266.3,20.6,6.4,38.3,1
8.03,216.2,140.7,25.0,5.37,49.3,1
7.54,314.9,169.5,29.8,5.74,31.4,1
6.89,254.3,247.1,24.3,5.87,16.3,1
6.02,147.7,235.0,27.8,5.18,30.9,0
6.83,279.8,153.8,26.5,4.84,23.9,0
6.32,371.9,79.2,27.9,4.07,27.3,0
6.54,155.1,463.0,22.6,5.82,49.8,1
7.47,397.1,188.7,22.6,6.74,17.8,1
8.34,198.0,173.9,25.1,4.03,33.0,0
7.32,242.0,209.1,20.4,5.97,21.2,1
6.04,363.7,180.6,24.2,6.34,26.9,0
7.36,220.4,209.8,25.8,4.81,37.4,0
7.96,304.5,303.0,30.4,7.71,33.2,1
6.51,262.2,190.0,26.2,5.54,27.7,1
6.89,315.5,107.0,26.9,5.88,23.5,1
7.01,14.3,187.1,28.5,5.81,33.2,1
6.37,80.4,162.8,22.1,3.88,47.1,0
7.52,373.9,313.9,24.5,7.21,21.0,1
6.9,424.5,293.7,32.3,4.85,49.1,0
7.34,190.7,208.6,24.8,5.72,42.0,1
6.29,270.7,97.7,28.3,6.72,43.7,0
6.65,335.4,101.9,27.9,7.75,33.1,1
7.58,383.2,201.2,20.6,4.7,41.7,0
6.7,56.7,226.9,25.9,5.46,19.9,1
8.38,193.7,170.0,25.4,7.66,23.3,1
6.68,260.1,161.6,26.0,6.56,37.7,1
7.18,384.4,152.6,22.7,6.81,33.0,1
7.75,599.8,198.1,21.6,4.74,28.5,0
5.87,272.6,9.4,23.6,5.54,5.0,0
5.59,131.2,111.9,24.7,5.8,25.6,0
5.78,348.3,149.8,28.6,4.97,18.3,0
8.01,458.5,296.6,30.5,3.99,34.9,0
6.56,313.0,134.9,29.2,5.39,28.1,1
9.05,191.2,214.4,27.6,7.63,23.7,0
6.55,415.0,218.1,22.0,6.07,56.4,1
7.15,379.6,303.8,23.8,7.65,40.4,1
8.23,176.9,301.0,25.6,6.21,40.6,1
8.6,345.8,195.4,23.1,5.08,52.0,0
8.65,419.7,162.0,26.7,7.53,38.0,0
7.97,441.8,146.9,27.2,6.25,22.3,1
7.82,292.0,180.7,26.6,7.15,21.1,1
7.47,257.0,165.3,28.1,4.72,39.6,0
7.62,447.3,244.3,22.3,7.25,9.4,1
6.56,154.8,233.6,27.8,7.28,29.2,1
6.35,352.6,247.3,22.9,6.35,8.3,0
7.0,135.6,300.7,22.2,5.03,31.0,1
6.86,427.8,349.0,26.6,5.94,38.5,1
6.64,269.0,210.0,28.6,6.73,32.8,1
7.56,452.2,288.0,26.5,6.28,39.4,1
7.76,359.0,171.9,25.1,6.72,49.6,1
7.07,153.2,294.8,25.9,7.21,28.6,1
8.18,471.0,284.9,25.4,5.22,58.1,1
6.09,486.1,280.7,21.6,4.61,32.1,0
6.85,405.9,207.5,21.3,5.95,39.5,1
6.43,208.6,146.5,24.8,5.6,23.9,0
5.51,263.3,88.4,25.2,6.94,46.2,0
6.93,317.5,196.8,25.0,4.71,40.4,0
6.9,215.6,322.6,27.0,7.22,44.7,1
8.21,503.1,175.2,24.4,7.62,30.5,1
7.5,317.3,262.8,26.7,6.0,17.4,1
6.18,-24.4,267.5,24.6,6.07,34.6,0
8.48,340.7,177.3,30.5,5.08,13.0,1
7.98,258.2,305.3,25.2,5.35,26.6,1
7.47,291.0,-32.7,32.0,5.51,31.9,1
6.82,255.8,102.2,26.1,7.73,53.8,1
6.23,396.8,126.7,24.4,5.91,33.2,0
6.7,434.4,134.4,22.3,4.41,31.4,0
7.87,334.0,226.9,20.7,6.31,29.4,1
8.51,259.3,223.2,22.0,6.99,16.6,0
8.23,295.0,231.5,22.4,5.97,30.9,1
6.61,302.4,247.7,26.2,7.76,31.0,1
6.1,203.7,124.0,23.4,6.93,20.3,0
7.11,369.5,102.5,25.6,4.74,18.1,0
5.59,355.2,231.7,28.8,5.34,25.2,0
7.26,484.9,149.6,24.7,6.27,30.6,1
6.88,450.6,74.4,31.2,4.0,25.4,0
6.63,217.7,277.7,21.5,6.4,19.5,1
5.72,398.4,311.6,24.5,3.89,32.9,0
7.41,185.9,324.6,23.4,7.23,35.4,1
6.57,383.5,215.0,27.8,7.09,31.2,1
6.06,238.0,250.1,18.3,6.61,24.4,0
4.7,177.2,309.6,20.7,5.19,35.9,0
6.98,333.6,148.7,24.7,6.2,28.1,1
8.42,-20.9,288.9,29.7,5.38,18.1,1
8.33,89.9,222.0,25.7,4.76,40.4,0
6.63,278.7,273.1,20.9,5.59,33.5,1
6.52,309.9,214.9,21.4,6.84,28.8,1
7.38,255.7,303.7,30.0,6.05,14.3,1
6.2,110.5,217.9,23.1,7.74,22.6,0
7.24,201.9,81.3,22.2,6.92,50.2,1
7.61,346.9,316.2,29.4,6.79,14.9,1
7.98,369.8,124.2,28.0,4.07,27.5,0
6.92,298.1,300.2,28.8,5.66,29.8,1
6.84,438.8,192.8,22.1,4.72,33.2,0
6.3,347.7,294.1,20.4,5.78,15.0,0
6.34,210.3,290.8,25.4,5.17,31.7,0
6.82,266.3,234.4,26.0,5.55,13.1,1
7.29,131.7,240.7,26.1,7.27,31.0,1
7.73,287.0,233.8,29.4,6.57,23.5,1
6.36,433.5,38.9,19.8,7.21,21.3,0
8.19,382.2,209.5,27.6,4.08,38.3,0
6.78,468.2,110.7,21.7,6.07,27.6,1
6.98,263.7,213.7,27.6,7.16,34.7,1
6.4,461.5,108.6,23.6,7.81,35.1,0
5.06,276.8,105.2,22.6,4.14,42.7,0
7.71,476.6,328.4,23.2,5.58,17.9,1
7.59,297.4,285.6,20.7,7.24,39.2,1
6.77,384.9,199.7,25.1,5.77,30.2,1
7.05,477.0,214.8,22.7,4.91,26.2,0
7.41,276.8,180.2,27.4,4.14,18.5,0
5.75,326.2,245.6,26.9,4.86,36.1,0
6.58,454.7,145.9,30.1,3.97,20.8,0
7.64,284.0,279.5,26.1,6.07,35.2,1
6.0,141.5,179.8,26.6,7.08,49.3,0
7.23,557.2,166.4,29.2,4.49,39.8,0
5.91,243.6,201.7,23.1,6.31,43.9,0
7.37,319.1,152.7,20.5,7.01,22.8,1
6.97,438.7,226.3,25.6,6.0,37.6,1
5.71,227.0,157.0,20.7,4.07,18.6,0
7.93,179.1,237.5,32.4,6.46,27.7,1
6.41,330.4,297.3,29.4,5.93,47.4,0
6.35,84.8,142.5,31.5,5.81,23.9,0
7.16,265.5,189.6,25.2,5.34,41.1,1
7.92,329.4,236.9,26.7,6.1,40.2,1
6.19,267.6,165.1,23.6,6.61,40.7,0
7.05,114.8,237.1,27.6,8.87,17.3,1
7.34,491.3,244.4,21.4,6.13,35.3,1
7.55,312.4,286.7,17.4,7.81,28.4,1
7.14,471.7,151.5,22.6,6.43,40.9,1
6.71,268.8,124.6,20.6,5.88,13.4,1
6.34,194.4,175.4,29.4,6.18,33.7,0
7.07,332.3,122.6,30.4,4.53,32.3,0
6.14,274.1,245.2,20.8,6.37,10.1,0
4.66,158.7,107.1,28.9,3.61,21.1,0
7.35,476.4,386.6,27.9,4.96,11.7,0
7.72,225.3,303.7,20.3,6.13,22.7,1
5.11,79.2,201.0,23.8,7.43,35.5,0
6.19,459.4,269.4,23.3,7.72,32.0,0
7.5,239.5,69.1,27.2,5.72,31.7,1
8.65,227.1,401.9,21.3,6.19,19.6,0
7.02,88.2,152.8,24.7,7.18,41.2,1
6.42,508.9,190.4,22.9,4.4,29.8,0
6.85,145.3,51.5,26.4,6.49,30.3,1
8.1,307.0,238.9,24.3,5.01,39.4,1
6.48,409.5,111.5,23.4,5.79,20.1,0
6.36,350.6,208.1,24.4,5.45,32.3,0
6.61,292.8,156.5,31.1,6.52,34.2,1
6.24,95.8,113.8,23.7,6.66,24.5,0
7.1,202.8,135.7,21.9,7.07,36.5,1
